,Virus,Country,Latitude,Longitude,Day 0,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15,Day 16,Day 17,Day 18,Day 19,Day 20,Day 21,Day 22,Day 23,Day 24,Day 25,Day 26,Day 27,Day 28,Day 29,Day 30,Day 31,Day 32,Day 33,Day 34,Day 35,Day 36,Day 37,Day 38,Day 39,Day 40,Day 41,Day 42,Day 43,Day 44,Day 45,Day 46,Day 47,Day 48,Day 49,Day 50,Day 51,Day 52,Day 53,Day 54,Day 55,Day 56,Day 57,Day 58,Day 59,Day 60,Day 61,Day 62,Day 63,Day 64,Day 65,Day 66,Day 67,Day 68,Day 69,Day 70,Day 71,Day 72,Day 73,Day 74,Day 75,Day 76,Day 77,Day 78,Day 79,Day 80,Day 81,Day 82,Day 83,Day 84,Day 85,Day 86,Day 87,Day 88,Day 89,Day 90,Day 91,Day 92,Day 93,Day 94,Day 95,Day 96,Day 97,Day 98,Day 99,Day 100,Day 101,Day 102,Day 103,Day 104,Day 105,Day 106,Day 107,Day 108,Day 109,Day 110,Day 111,Day 112,Day 113,Day 114,Day 115,Day 116
14,H1N1,New Zealand,-40.900557,174.88597099999996,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,11.0,11.0,11.0,14.0,14.0,23.0,23.0,27.0,27.0,27.0,86.0,86.0,127.0,127.0,216.0,216.0,216.0,258.0,258.0,386.0,386.0,453.0,453.0,453.0,587.0,587.0,711.0,711.0,912.0,912.0,912.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,H1N1,Netherlands,52.132633,5.291266,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,22.0,30.0,35.0,35.0,35.0,61.0,61.0,68.0,68.0,87.0,87.0,87.0,91.0,91.0,110.0,110.0,116.0,116.0,116.0,118.0,118.0,128.0,128.0,134.0,134.0,134.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,H1N1,Mexico,23.634501,-102.552784,3892.0,3892.0,4174.0,4174.0,4541.0,4541.0,4910.0,4910.0,4910.0,5029.0,5029.0,5029.0,5029.0,5563.0,5563.0,5563.0,5717.0,5717.0,5717.0,6241.0,6241.0,6241.0,6241.0,6241.0,6241.0,6241.0,6241.0,7624.0,7624.0,7624.0,7624.0,7624.0,7847.0,7847.0,8279.0,8279.0,8279.0,8279.0,8279.0,8680.0,8680.0,10262.0,10262.0,10262.0,10262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,H1N1,Malaysia,4.210483999999999,101.975766,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,17.0,17.0,23.0,23.0,23.0,23.0,23.0,68.0,68.0,68.0,68.0,68.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,H1N1,South Korea,35.90775700000001,127.766922,3.0,3.0,3.0,21.0,21.0,21.0,33.0,33.0,33.0,33.0,33.0,41.0,41.0,41.0,41.0,41.0,47.0,47.0,48.0,53.0,53.0,53.0,53.0,65.0,65.0,65.0,65.0,84.0,84.0,84.0,105.0,105.0,115.0,115.0,142.0,142.0,142.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,H1N1,Japan,36.204824,138.252924,321.0,321.0,345.0,350.0,360.0,360.0,364.0,364.0,364.0,370.0,370.0,385.0,385.0,410.0,410.0,410.0,410.0,410.0,485.0,518.0,549.0,549.0,549.0,605.0,605.0,666.0,666.0,690.0,690.0,690.0,850.0,850.0,893.0,893.0,1049.0,1049.0,1049.0,1212.0,1212.0,1266.0,1266.0,1446.0,1446.0,1446.0,1790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,H1N1,Italy,41.87194,12.56738,14.0,14.0,19.0,19.0,23.0,23.0,26.0,26.0,26.0,29.0,29.0,30.0,30.0,38.0,38.0,38.0,50.0,50.0,50.0,54.0,56.0,56.0,56.0,67.0,67.0,72.0,72.0,88.0,88.0,88.0,88.0,88.0,96.0,96.0,102.0,102.0,102.0,112.0,112.0,123.0,123.0,130.0,130.0,130.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,H1N1,Israel,31.046051,34.851612,7.0,7.0,8.0,8.0,9.0,9.0,11.0,11.0,11.0,19.0,19.0,33.0,33.0,39.0,39.0,39.0,54.0,54.0,63.0,68.0,68.0,68.0,68.0,117.0,117.0,152.0,152.0,219.0,219.0,219.0,291.0,291.0,375.0,375.0,405.0,405.0,405.0,469.0,469.0,506.0,506.0,577.0,577.0,577.0,681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,H1N1,Ireland,53.41291,-8.243889999999999,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,16.0,16.0,16.0,23.0,23.0,23.0,23.0,29.0,29.0,29.0,39.0,39.0,41.0,41.0,51.0,51.0,51.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,H1N1,India,20.593684,78.96288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,9.0,16.0,16.0,30.0,30.0,30.0,30.0,30.0,44.0,44.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,104.0,104.0,104.0,104.0,104.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,H1N1,Guatemala,15.783471,-90.230759,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,12.0,12.0,14.0,14.0,23.0,23.0,23.0,30.0,30.0,60.0,60.0,74.0,74.0,74.0,119.0,119.0,128.0,128.0,153.0,153.0,153.0,208.0,208.0,235.0,235.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,H1N1,Greece,39.074208,21.824312,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,19.0,19.0,23.0,23.0,31.0,31.0,31.0,48.0,48.0,58.0,58.0,73.0,73.0,73.0,86.0,86.0,92.0,92.0,109.0,109.0,109.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,H1N1,Germany,51.165691,10.451526,17.0,17.0,17.0,17.0,17.0,17.0,19.0,19.0,19.0,28.0,28.0,28.0,28.0,43.0,43.0,43.0,63.0,63.0,78.0,95.0,95.0,95.0,95.0,170.0,170.0,195.0,195.0,238.0,238.0,238.0,275.0,275.0,301.0,301.0,333.0,333.0,333.0,366.0,366.0,417.0,417.0,470.0,470.0,470.0,505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,H1N1,France,46.227638,2.213749,16.0,16.0,16.0,16.0,16.0,16.0,21.0,21.0,21.0,24.0,24.0,26.0,26.0,47.0,47.0,47.0,58.0,58.0,71.0,73.0,73.0,73.0,73.0,80.0,80.0,118.0,118.0,131.0,131.0,131.0,147.0,147.0,171.0,171.0,191.0,191.0,191.0,235.0,235.0,277.0,277.0,300.0,300.0,300.0,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,H1N1,Finland,61.92411,25.748151,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,43.0,43.0,43.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,H1N1,El Salvador,13.794185,-88.89653,6.0,6.0,6.0,6.0,11.0,11.0,11.0,11.0,11.0,27.0,27.0,41.0,41.0,49.0,49.0,49.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,95.0,95.0,125.0,125.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,226.0,226.0,226.0,226.0,253.0,253.0,253.0,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,H1N1,Ecuador,-1.831239,-78.183406,8.0,8.0,10.0,24.0,28.0,28.0,32.0,32.0,32.0,39.0,39.0,39.0,39.0,43.0,43.0,43.0,60.0,60.0,60.0,67.0,67.0,67.0,67.0,80.0,80.0,86.0,86.0,86.0,86.0,86.0,95.0,95.0,115.0,115.0,125.0,125.0,125.0,125.0,125.0,163.0,163.0,163.0,163.0,163.0,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,H1N1,Denmark,56.26392,9.501785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,7.0,7.0,8.0,10.0,11.0,11.0,11.0,12.0,12.0,15.0,15.0,22.0,22.0,22.0,23.0,23.0,34.0,34.0,41.0,41.0,41.0,44.0,44.0,55.0,55.0,63.0,63.0,63.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,H1N1,Cuba,21.521757,-77.78116700000002,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,34.0,34.0,34.0,34.0,34.0,46.0,46.0,73.0,73.0,73.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,H1N1,Costa Rica,9.748917,-83.753428,20.0,20.0,28.0,33.0,33.0,33.0,33.0,33.0,33.0,37.0,37.0,50.0,50.0,68.0,68.0,68.0,68.0,68.0,93.0,104.0,104.0,104.0,104.0,104.0,104.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,189.0,189.0,222.0,222.0,222.0,255.0,255.0,279.0,279.0,227.0,227.0,227.0,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,H1N1,Colombia,4.570868,-74.297333,12.0,12.0,13.0,16.0,16.0,16.0,17.0,17.0,17.0,20.0,20.0,20.0,20.0,24.0,24.0,24.0,25.0,25.0,35.0,35.0,35.0,35.0,35.0,42.0,42.0,53.0,53.0,60.0,60.0,60.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0,88.0,88.0,93.0,93.0,101.0,101.0,101.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,H1N1,China,35.86166,104.195397,11.0,11.0,15.0,20.0,22.0,22.0,30.0,30.0,30.0,52.0,52.0,69.0,69.0,89.0,89.0,89.0,108.0,108.0,142.0,174.0,188.0,188.0,188.0,318.0,318.0,382.0,382.0,519.0,519.0,519.0,739.0,739.0,906.0,906.0,1089.0,1089.0,1089.0,1442.0,1442.0,1518.0,1518.0,1814.0,1814.0,1814.0,2040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,H1N1,Chile,-35.675147,-71.542969,24.0,24.0,44.0,74.0,86.0,86.0,165.0,165.0,165.0,250.0,250.0,313.0,313.0,369.0,369.0,369.0,411.0,411.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,2335.0,2335.0,3125.0,3125.0,3125.0,4315.0,4315.0,4315.0,4315.0,5186.0,5186.0,5186.0,5186.0,5186.0,6211.0,6211.0,7376.0,7376.0,7376.0,7376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,H1N1,Canada,56.130366,-106.346771,719.0,719.0,805.0,921.0,921.0,921.0,1118.0,1118.0,1118.0,1336.0,1336.0,1530.0,1530.0,1795.0,1795.0,1795.0,2115.0,2115.0,2446.0,2446.0,2978.0,2978.0,2978.0,2978.0,2978.0,4049.0,4049.0,4905.0,4905.0,4905.0,5710.0,5710.0,6457.0,6457.0,6732.0,6732.0,6732.0,7775.0,7775.0,7983.0,7983.0,7983.0,7983.0,7983.0,7983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,H1N1,Brazil,-14.235004,-51.92528,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,18.0,18.0,20.0,20.0,28.0,28.0,28.0,35.0,35.0,36.0,40.0,52.0,52.0,52.0,54.0,54.0,79.0,79.0,96.0,96.0,96.0,131.0,131.0,334.0,334.0,399.0,399.0,399.0,452.0,452.0,680.0,680.0,737.0,737.0,737.0,737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,H1N1,Belgium,50.503887,4.469936,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,17.0,17.0,19.0,19.0,19.0,19.0,19.0,29.0,29.0,30.0,30.0,36.0,36.0,36.0,43.0,43.0,47.0,47.0,49.0,49.0,49.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,H1N1,Austria,47.516231,14.550072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,15.0,15.0,15.0,15.0,15.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,H1N1,Australia,-25.274398,133.775136,12.0,12.0,16.0,19.0,39.0,39.0,147.0,147.0,147.0,297.0,297.0,501.0,501.0,876.0,876.0,876.0,1051.0,1051.0,1224.0,1307.0,1307.0,1307.0,1307.0,1823.0,1823.0,2112.0,2112.0,2199.0,2199.0,2199.0,2436.0,2436.0,2857.0,2857.0,3280.0,3280.0,3280.0,4038.0,4038.0,4090.0,4090.0,4568.0,4568.0,4568.0,5298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,H1N1,Argentina,-38.416097,-63.616672,1.0,1.0,2.0,5.0,19.0,19.0,37.0,37.0,37.0,100.0,100.0,131.0,131.0,147.0,147.0,147.0,202.0,202.0,235.0,256.0,343.0,343.0,343.0,343.0,343.0,733.0,733.0,918.0,918.0,918.0,1010.0,1010.0,1213.0,1213.0,1391.0,1391.0,1391.0,1488.0,1488.0,1587.0,1587.0,1587.0,1587.0,1587.0,2485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,H1N1,Kuwait,29.31166,47.481766,0.0,0.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,26.0,26.0,26.0,26.0,30.0,30.0,30.0,30.0,30.0,34.0,34.0,35.0,35.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,H1N1,Iceland,64.96305100000001,-19.020835,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,H1N1,Honduras,15.199998999999998,-86.241905,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,34.0,34.0,34.0,34.0,34.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,100.0,100.0,108.0,108.0,108.0,108.0,108.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,123.0,123.0,123.0,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,H1N1,Singapore,1.352083,103.819836,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,9.0,9.0,12.0,12.0,12.0,15.0,15.0,18.0,18.0,18.0,18.0,18.0,47.0,47.0,49.0,49.0,77.0,77.0,77.0,142.0,142.0,194.0,194.0,315.0,315.0,315.0,599.0,599.0,701.0,701.0,878.0,878.0,878.0,1055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,H1N1,Bahrain,25.930414000000006,50.637772,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,12.0,12.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,H1N1,Uruguay,-32.522779,-55.765835,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,11.0,11.0,15.0,15.0,15.0,15.0,15.0,17.0,17.0,24.0,24.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,H1N1,Slovakia,48.669026,19.699024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,7.0,7.0,7.0,9.0,9.0,13.0,13.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,H1N1,Romania,45.943161,24.96676,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,8.0,8.0,8.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,13.0,13.0,16.0,16.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,24.0,24.0,28.0,28.0,36.0,36.0,36.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,H1N1,Dominican Republic,18.735693,-70.162651,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,11.0,11.0,33.0,33.0,33.0,44.0,44.0,91.0,91.0,91.0,91.0,91.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,H1N1,Czech Republic,49.817492,15.472962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,H1N1,Vietnam,14.058324,108.277199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,15.0,16.0,23.0,23.0,23.0,25.0,25.0,27.0,27.0,27.0,27.0,27.0,35.0,35.0,56.0,56.0,63.0,63.0,63.0,84.0,84.0,123.0,123.0,131.0,131.0,131.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,H1N1,Venezuela,6.42375,-66.58973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,12.0,13.0,25.0,25.0,25.0,25.0,25.0,45.0,45.0,60.0,60.0,60.0,71.0,71.0,135.0,135.0,153.0,153.0,153.0,172.0,172.0,193.0,193.0,204.0,204.0,204.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,H1N1,Paraguay,-23.442503,-58.44383199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,16.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,27.0,27.0,27.0,48.0,48.0,58.0,58.0,79.0,79.0,79.0,85.0,85.0,96.0,96.0,103.0,103.0,103.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,H1N1,Jamaica,18.109581,-77.297508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,7.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,14.0,14.0,14.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,21.0,21.0,32.0,32.0,32.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,H1N1,Hungary,47.162494,19.503304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,H1N1,Estonia,58.595272,25.013607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,H1N1,Cyprus,35.126413,33.429859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,9.0,9.0,9.0,25.0,25.0,48.0,48.0,70.0,70.0,70.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,H1N1,Bolivia,-16.290154,-63.588653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,7.0,7.0,11.0,11.0,11.0,11.0,11.0,25.0,25.0,44.0,44.0,47.0,47.0,47.0,126.0,126.0,205.0,205.0,283.0,283.0,283.0,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,H1N1,Bahamas,25.03428,-77.39628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
